Tweet,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,num_labels
ketika bangkai kian membusuk maka apa yang akan di lakukan di hirup dan di cari atau di hirup dan kamu diamkan sama saja kamu bagaikan bangkai yang kian membusuk dan tak mencari apa kekesalannya kenapa bisa berbau,0,0,0,0,0,0,0
efek tuan guru bajang kayaknya banyak teman yang bicaranya mendadak sudah kayak cebong ya dan ogah jadi cebong,1,0,0,0,0,0,1
didik mukrianto soal pilihan kepala daerah tak langsung demokrat jadikan peraturan pemerintah pengganti undang undang era susilo bambang yudhoyono sebagai acuan,0,0,0,0,0,0,0
Sayang bilang lebih dahulu kamu juga yang meninggalkan lebih gue dahulu kontol,1,0,0,0,0,1,2
cebong kacung itu kita teman gue dungunya sampai ke tulang sum jadi jangan buang energi debat sama mereka xf x f x x,0,1,0,0,0,0,1
goblok kamu kunyuk,1,0,0,0,0,0,1
mana nih yang menyerang gue semalam malah ended up mengeblok cupu dia yang mulai dia yang kicep ngewe,1,0,0,0,0,0,1
titit lah nih anies jangan jadi wakil prabowo presiden anjing,1,0,0,0,0,1,2
kafir buddha teroris,0,1,1,1,0,0,3
Ada nih lagi kontol gerakan pembela chibi anjing,0,1,0,0,0,1,2
prabowo anis matta cocok sebesar apapun masalah yang kita hadapi benteng kebahagiaan kita tak boleh tersentuh,0,0,0,0,0,0,0
cebong terancam musnah cc,0,1,0,0,0,0,1
allah hu barbar penggal kafir dibenarkan bang fahri allah hu barbar mengajarkan cocok penis ini,0,1,1,0,0,1,3
tinggal sebulan lagi anies dipastikan dicopot dari jabatannya sebagai gubernur daerah khusus ibukota lantaran tidak kunjung,1,0,0,0,0,0,1
hati hati bisu tidak dan lagi bosan duh xf x f x xaa,0,0,0,0,0,0,0
kepentingan nasional berbicara sama ember sana berbicara tidak punya data cuma modal congor sama ludah nenek bunting juga bisa,1,0,0,0,0,0,1
bagus bagus banget kayak kamu lihat sejarah dari sisi yang lain sih dan sama satu lagi novel leila chudori yang pulang juga juara banget itu tentang eksil partai komunis indonesia begitu deh,0,0,0,0,0,0,0
kamu saja paling belum pernah ngewe,0,0,0,0,0,0,0
teriak bencong,1,0,0,0,0,1,2
mulutmu bau tai babi pembela orde baru arab pribumi surat pemberitahuan tahunan memalukan ih banyak bacot diculik kamu sama presiden bubar uniform resource locator,1,0,0,0,1,0,2
nih manusia idiot di jawab malah berbicara melantur bukan pikir sudah belajar dulu sana dasar goblok sok pintar belum,1,0,0,0,1,0,2
wakil rakyat cocot tok mengomong apa berak,1,0,0,0,0,0,1
presiden juga mengingatkan soal regulasi yang menghambat pelaksanaan berusaha baik di kementerian di tingkat provinsi di tingkat kabupaten di tingkat kota presiden meminta sekali lagi untuk dipangkas sebanyak banyaknya dan disederhanakan ratas,0,0,0,0,0,0,0
itu ky congor,1,0,0,0,1,0,2
pak muhammad bejat allah wa subhanahu taala dungu biadab dibantah tak kementerian agama harus sosialisasikan,0,1,1,0,0,0,2
membawa islam tetapi menggunakan cara komunis indonesia partai komunis syariat,0,1,1,1,0,0,3
binatang terkutuk,0,1,0,0,0,0,1
anaknya pak soemitro begawan ekonomi tapi pola pikir admin gerinda ini kayak tidak pernah kuliah jangan sampai kamu fakir ilmu,0,0,0,0,0,0,0
tahun ini masyarakat adat badui menyerahkan hasil panennya kepada pejabat sementara bupati lebak ino si rawita dan gubernur banten wahidin halim sebabaduy,0,0,0,0,0,0,0
kita lengserkan jokowi dodo yang lebih tepat aman dan tentram negeri ini,1,0,0,0,0,0,1
rakyat jawa barat istikamah tetap dukung prabowo untuk menjadi presiden calon wakil presidennya terserah partai keadilan sejahtera,0,0,0,0,0,0,0
ya gue intinya tidak menyesal sudah pokoknya join di angsat biar pun memb nya pada bego semua kadang wkwk tidak,0,0,0,0,0,0,0
banteng lebih ngeri lagi bung sarangnya komunis,0,1,0,1,0,0,2
wasuuu cangkem po silit kok angel dicekal ki,0,0,0,0,0,0,0
bubarkan dewan perwakilan rakyat tidak butuh,0,1,0,0,0,0,1
dari saja wajahnya kelihatan beloon munafik sok pintar sok iblis suci,1,0,0,0,1,0,2
tolol bencong lagi bencoooooooonnnnnnggggg xf x f xa xa xf x f xa xa xf x f xaa,1,0,0,0,0,1,2
donatur pak jokowi mulai hijrah ke prabowo dana pensiunan terancam dipakai mencalonkan presiden wakwawww dukung peraturan pemerintah pengganti undang undang organisasi masyarakat,0,1,0,0,0,0,1
lah serius macam umat katolik dulu sebelum renaissance kok begitu xf x f x x,0,0,0,0,0,0,0
siapapun yang mengelola perkara sistem tiket masuk ke bromo tengger semeru memang idiot pantek jembat,0,1,0,0,1,0,2
gubernur rasa presiden,0,0,0,0,0,0,0
partai indonesia demokrasi komunis p,0,1,0,1,0,0,2
besok besok kalau agak budek salahkan pentagon,0,0,0,0,0,0,0
sesembak depan camp jual susu sapi murni mau itu susu sapi orang kambing orang kuda orang onta orang zebra murni pasti saya tutup hidung pas minumnya he,0,0,0,0,0,0,0
bolot anak alay max adalah biduan kebo parah menyebalkan suka bikin mesum bau pedean dan tapi dia penyemangat xe x xa,1,0,0,0,1,0,2
gede bacot gede cocot kamu turut andil dasar bedebah kacung gerombolan jomlo akut sakit jiwa,1,0,0,0,1,0,2
ibu waaah kamu sih p r aku gerwani di tidak nkbenkz babi sipit bagaimana bentuk adikmu nanti ya choong kamu saja hancur sudah hasil di nth t kuda bagaimana sama babi sipit ngooaaahahaaa pantas,0,1,0,1,0,0,2
nama rizieq shihab tersangka kasus konten diduga mendukung anies sandi,1,0,0,0,0,1,2
tujuan dari proses kekuasaan adalah keamanan kesejahteraan dan keadilan bagi rakyat politician academy positif lugas dan mencerahkan,0,0,0,0,0,0,0
pidato ini akan dipakai enggak ya di debat calon presiden nanti ganti presiden,0,0,0,0,0,0,0
selain musiknya pakai bahasa asing juga yang ditampilkan ada beberapa kesenian maupun budaya yang bukan asli dari jawa tengah,0,0,0,0,0,0,0
kamu yang membuang anak ayam jablay gue mei kembalikan kamu sudah bulan dia tidak pulang,0,0,0,0,0,0,0
dia manusia produk dungunya pangkat dungu akibat lahir dungu otaknya dungu wajahnya pun dungu karena suka hina dengan dungu,1,0,0,0,1,0,2
pena tidak ada tutupnya itu buat ku kayak cacat begitu tidak enak dilihat bahkan sekalipun tintanya sudah habis penanya harus dibuang sekalian sama tutup xc xb nya,0,0,0,0,0,0,0
rohingya orang kristen membunuh kita di afghanistan orang yahudi kita di palestina tetapi muslim yang teroris,0,1,1,0,0,0,2
anda orang pejabat tingggi negara kesatuan republik indonesia mengapa salam dalam bahasa orang arab apa bahasa indonesia lebih,1,0,1,0,0,0,2
antek susilo bambang yudhoyono otak separuh,0,1,0,0,0,0,1
sebagian ulama ahli tafsir mengatakan yang dimaksud dengan menyembelih hewan adalah menyembelih hewan kurban setelah salat idulfitri,0,0,0,0,0,0,0
jangan ada yang percaya dengan akun ini dan dan xe x e xa dan xe x e xa wa dan awal nya dia tidak percaya saya buat video camera sex terus saya video call beberapa detik suruh transfer alasan nya macam dan dan xe xac x nih muka nya kayak monyet xe xac x uniform resource locator,1,0,0,0,1,0,2
begini nih platipus kalau udara,1,0,0,0,1,0,2
mak lambe monyong kamu kalau sama bajingan yang beginian diam saja iya lambe monyong itu kamu dasar uniform goblokkkk resource locator,1,0,0,0,1,0,2
bubarkan presiden jokowi dinilai diktator uniform resource,0,1,1,0,0,0,2
pisang apaan anjing gede banget,0,0,0,0,0,0,0
bah otak onta satu ini benar sedeng sudah saya tau ulama mu membicarakan ekonomi muslim jangan di ulang onta somplak saya hanya tanya itu bagaimana cara memperkuat ekonomi muslim begitu,1,0,0,0,1,0,2
sitip nih sitip,0,0,0,0,0,0,0
just in case kamu missed it budaya tradisi petik pari beras hitam yang dilakukan oleh warga tani di dukuh purworejo keluarga sutojayan kabupaten blitar semoga dapat menjadi inspirasi dalam melestarikan tradisi panen raya via begitu,0,0,0,0,0,0,0
kalau kamu tidak tau apa apa ya jangan berkoar sembarangan dong kelihatan banget kalau kamu itu benaran bego fuck you,1,0,0,0,0,0,1
kamu bilang gue bangsat matamu amblek itu otaknya dipakai pelan baca lalu ditafsirkan maksud gue apa amoh ndasmu itu bangsat xc xb ini orang lain kelihatan goblok mu belum pintar bermedia sosial ngablak mendahului uniform resource locator,1,0,0,0,1,0,2
awak kira ini yang dikhawatirkan pemerintah kena pula nanti mereka dipemeriksaan bapak masuk tansi tantangannya haha,0,0,0,0,0,0,0
dan orang yang tidak bisa berpikir lurus itu dipelihara jokowi dalam berbagai organisasi terbayang tidak kacaunya indonesia nanti aduh,1,0,0,0,0,0,1
tidak mencerminkan sebuah partai bentukan anak seorang begawan ekonomi,0,0,0,0,0,0,0
hari ini menteri ke kantor tidak seperti biasanya tanpa pengawalan protokoler beliau menggunakan motor ketularan presiden yang sedang demam film dilan siap bermotoran dan blusukan tinjau proyek padat karya tunai di desa,0,0,0,0,0,0,0
perbuatan kaum nasrani atau yahudi kali om untuk memecah belah umat muslim,0,1,1,0,0,0,2
bagi anda mungkin tidak apa tapi bagi kami muslim ini sangat kami menghinakan iblis itu betina sudah menista syariat kami,1,0,1,0,0,0,2
sih kunyuk tidak makin lama jelas lama twitnya menggenapkan generalisasi kaumnya bacot tanpa mutu seperti yang sudah terlihat tahun terakhir di sini sarap,1,0,0,0,1,0,2
apa sih tidak jelas kamu bangkai,1,0,0,0,0,0,1
kalau itu tidak ada perdebatan hindu nusantara yang benar,0,0,0,0,0,0,0
hai kontol kangen km di line nih,0,0,0,0,0,0,0
congor dedemit nya,1,0,0,0,1,0,2
kamu bilang otak gue belatung bersarang ah eh banci bukannya itu otak dan hati kamu isinya belatung bangkai karena kebencian akut kamu xf x f xa xae xf x f xa xae xf x f xa xae xf f xa xae,1,0,0,0,0,1,2
selamat kampungan dimana selamat dekat unahe junjunganmu ya e kucluk cebong cepek lu,1,0,0,0,0,0,1
mana hadiah nya sipit,0,0,0,0,0,0,0
buta om ya,1,0,0,0,1,0,2
presiden trump as korea utara adakan pembicaraan langsung tingkat tinggi,0,0,0,0,0,0,0
sebenarnya cebong eh berudu seolah ter faith accompli anies mencalonkan presiden atau tetap gubernur hidup mereka tetap tidak tenang nikmat banget gue sudah kalau lagi begini buat mainkan cebong,0,1,0,0,0,0,1
dalam kancah politik mengalir saja disebut sebagai budaya politik atau perilaku politik atau boleh juga faith diambil dari buku kang syaikhona karya bung adi siregar alumni dari sekolah tinggi akuntansi negara asy,0,0,0,0,0,0,0
ini kebobrokan birokrasi saat anies sandi menjabat nanti uniform resource locator via,1,0,0,0,0,0,1
aku kristen tapi untuk mendapatkan kulit mulus aku tidak akan nekat raup pakai anggur perjamuan xf x f x x dan sepertinya pedih,0,0,0,0,0,0,0
yang makar zon suka adu dan bawa nama islam agama pegangan hidup seseorang jangan sok suci kamu zon mulutmu dower banyak bacot,1,0,0,0,1,0,2
cukup sekali aku lihat pocong sama dengar suara kunti hem,0,0,0,0,0,0,0
hanya analisa terkait lebih sudah disusupi atau jadi antek jenderal tua yang sekarang jadi penguasa negara,0,1,0,1,0,0,2
kenapa ya manusia pada belum,0,0,0,0,0,0,0
kalau jilat sih jokowi munafik baru boleh cebong pun pada diam,1,0,0,0,0,0,1
den den nista banget hidup kamu sudah fitnah abu jibril tidak meminta maaf sekarang bikin fitnah baru lagi dan pengikutmu menyedihkan banget tingkat kecerdasannya main setuju setuju saja mbek congormu busuk su,1,0,0,0,0,0,1
coba kalau helikopternya dipakai united kingdom menyerang yahudi zionis mungkin tidak ya,0,0,0,0,0,0,0
baru di begitukan sama pemain persija sudah kayak kebakaran kumis suporter kok bawa perasaan tidak ingat kelakuan kalian ke pemain xe x xa,0,0,0,0,0,0,0
banyak bacot kamu ini bahasa sekitar,1,0,0,0,0,0,1
gerakan komunis yang sedang berlangsung di persembunyiannya apa kabar kah jaringan anti islam liberal anti syiah komunis anti kembalikan media islam,0,1,1,0,0,0,2
jangan diladeni dia itu hanya seekor cebong kelayaban tanpa tujuan,1,0,0,0,0,0,1
turunkan jokowi di myanmar rohingya,1,0,0,0,0,0,1
ganyang partai demokrasi indonesia p karena partai demokrasi indonesia adalah p perubahan nama partai indonesia komunis,0,1,0,1,0,0,2
paham kan hukum menuduh pelacur si an nur begini ini islam apa kafir ini tugas ulama bukan malah mengompori,1,0,1,0,0,0,2
cina kembali gelontorkan dana filipina ke perang untuk marawi uniform resource locator uniform resource locator,0,1,0,1,0,0,2
anda mengajarkan mengaji ayat penis cocok dan penggal dapat kafir pahala anda membiadabkan,0,1,1,0,0,1,3
retweet hijab sange ingin dientot dan dan part dan dan blowjob kontol hijab ngentot orang berhijab sepong kontol dan sange berat san xe x xa,0,0,0,0,0,0,0
lagi habis ngentot some di hutan bareng tentara teman kenalan hehe baru pertama kali some sama tentara nasional indonesia kekar begini xe x xa,0,0,0,0,0,0,0
undang undang pendidikan menolak undang undang perbankan syariat menolak undang undang ekonomi syariat ah menolak undang undang anti pornografi menolak undang undang jaminan produk halal menolak lalu mengaku hizbullah dan mujahid lebih baik cukur cepat bulu hidungnya bro eta sudah rambay ruwet,0,0,0,0,0,0,0
toh kita bukan negara satu agama tidak akan hilanglah budaya itu cuma karena pengaruh satu agama ya kecuali sih mayoritas ini masih kayak sekarang sih resek memaksa memaksa orang yang tidak satu agama sekalipun,0,1,1,0,0,0,2
ya sudah tau kamu sekeluarga onta dungu mak kamu p r k gerwani bapak kamu kuda prabowo ngeeooahahahaaaaaaa xf x f xa xa xf x f xa xa xf x f xa xa xf x x f xa xf x f xa x,0,1,0,0,0,1,2
bencong teriak,1,0,0,0,0,1,2
partai demokrasi indonesia p komunis,0,1,0,1,0,0,2
juga sarap anjir,1,0,0,0,1,0,2
indonesia alhamdulillah ya allah sudah menyelamatkan anak thailand dan thai yang menyelamatkan kita manusia kafir bukan tuhan kamu kontol,1,0,0,0,0,1,2
saya tiba langsung strok wkwk ini adalah cuma orang picek saja yang tidak tau,1,0,0,0,1,0,2
kayak bersih suci sendiri saja kamu tolol terus kamu teriak xc xb muslim sudah apa untuk saudara muslim mu kalau makan saja masih mengemis tidak usah kopar kafirin orang benci boleh go,1,0,1,0,0,0,2
yooo om wajahnya see tidak asing ya tidak merusak nama baik indekos mifthakul jannah wkwk,0,0,0,0,0,0,0
para mereka perang propaganda dengan jualan utamanya partai komunis indonesia dan cinaisasi,0,1,0,1,0,0,2
presiden mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilihan kepala daerah serentak tersebut,0,0,0,0,0,0,0
berencana terbitkan dua peraturan gubernur pemerintah provinsi tegaskan rumah uang muka rupiah tidak boleh dijual,0,0,0,0,0,0,0
malu memalukan gerindra punya admin surat pemberitahuan tahunan ini,1,0,0,0,0,0,1
memang uniform locator,1,0,0,0,1,0,2
di mal pak mama aku hilang security bentar ya cek cek pengumuman kamu orang tua anjing yang merasa kehilangan,0,0,0,0,0,0,0
saat ini budaya mereka bertransformasi menjadi budaya asing yang telah lama diserap pengaruhnya bahkan melebihi dari pemberi virusnya,0,0,0,0,0,0,0
ini adalah gendut,1,0,0,0,1,0,2
kok cebong tidak adek yang cerdas,0,1,0,0,0,0,1
diam diam baik rupiah makin nyungsep atas dolar sudah tembus rupiah saja sebenarnya gue malah senang kalau langsung tembus ribu biar cepat lengser nih rezim kodok,1,0,0,0,0,0,1
saya terpaksa berkata keras karena beliau tidak menelaah suatu masalah sebelum berkicau saya orang jawa timur paham betul apa yang baik bagi daerah saya jika beliau memaksakan orang untuk bertakbir maka gelar gus du,0,0,0,0,0,0,0
dan yang pro pemerintah dicap kafir komunis dan pro asing dan melek matanya rien,1,0,0,1,0,0,2
semangat bela agama tidak akan pernah pudar terhadap para pelaku penista agama penista rasulullah dan penista ulama segera tangkap adili lalu penjarakan tegakkan hukum setegak nya,0,0,0,0,0,0,0
dari calon anggota bapak dewan perwakilan daerah ri jagokan nama ini,0,0,0,0,0,0,0
komunis kamu bangsat keluar kalian segera kapan pun mana di pun uniform locator resource,0,1,0,1,0,0,2
allah itu dekat dan penuh kasih sayang,0,0,0,0,0,0,0
umat itu apaan umat onta ya ustad nabi apa bawa umat ustad cangkeman,0,1,1,0,0,0,2
tonton dong yang ini meskipun di hina di intimidasi tetap datang ke bandung xe x xa,0,0,0,0,0,0,0
insya allah ganti presiden insya allah presidenbaru,1,0,0,0,0,0,1
pak yang menolak negara di islam indonesia harus berani membubarkan kua agama pengadilan,0,1,1,0,0,0,2
kontol iya,1,0,0,0,0,1,2
komisi pemberantasan korupsi gelar program pilihan kepala daerah berintegritas,0,0,0,0,0,0,0
priski banget bolot,1,0,0,0,1,0,2
wooyyy ibumu anjing pelacur pantas ya saja kelakuan kamu bejat dasar anak haram wkwk di,0,1,0,0,0,1,2
di beberapa akun teman yang jadi buzzer politik calon gubernur juga asyik saja tidak saling bagikan berita buruk tentang lawan tapi asyik promo kampanye atau tagar masing masing calon enak banget,0,0,0,0,0,0,0
lebih ramai panasbung lawan panastak,0,0,0,0,0,0,0
edan memang tujuannya fabiano,0,0,0,0,0,0,0
bagaimana perasaan walubi kalau umat buddha di indonesia yang di usir dan di bantai,0,1,1,0,0,0,2
Sudah nampaknya satu paket penyokong babi cina pasti juga sokong lgbt,0,1,0,1,0,1,3
ayah pres badar dan nuqaba paling boekkk dia nih hebat dalam bidang agama x takut natural killer tegur member sendiri dan selalu buat lawak hambar yang paling aku ingat sampai sekarang lawak dia kalau orang cukup jom gerak sekarang dia akan gerakan badan dia yang chubby itu,0,0,0,0,0,0,0
alaaa bodoh asing nih xf x f x x xf x f x x xf x f x x,1,0,0,0,0,0,1
tidak sok sokan membuat cerita buka kantor ngentot fuck pencitraan yosy bin darto,1,0,0,0,0,1,2
bukannya stigma babi itu milik kamu tuhan sih kafir ahok,1,0,1,0,0,0,2
menyebut rezim anti islam tapi semangat banget daftar calon pegawai negeri sipil mau maunya jadi abdi negara yang anti islam,1,0,1,0,0,0,2
yang goblok kakak kecebong mengakuinya negara pancasila kesatuan republik indonesia tapi otak dan hatinya komunis katanya rezim anti korupsi tetapi dalam minggu ott kali komisi pemberantasan korupsi,0,1,0,1,0,0,2
pecun muka muka nih,1,0,0,0,1,1,3
babyyy huh tidak ada bukti kau hyung sudah besar titit nya saja kecil huh,0,0,0,0,0,0,0
dia jomlo kebelet pacaran jomlo kebelet pacaran,1,0,0,0,0,1,2
gede amat punya on diego,0,0,0,0,0,0,0
sempat putus terus aku masih belum berani approach dan menunggu lagi pas sudah berani eh sih kunyuk balikan ya sudah lah ya menunggu lagi,0,0,0,0,0,0,0
dirtbag dan show kalau menurut saya film yang berkesan yaitu film sih buta dari gua hantu karena film itu mengindikasikan xe x xa,0,0,0,0,0,0,0
